A1BG	2
A1BG-AS1	7
A1CF	0
A2M	1541
A2M-AS1	270
A2ML1	6
A2ML1-AS1	0
A2ML1-AS2	0
A2MP1	44
A3GALT2	0
A4GALT	3
A4GNT	0
AA06	0
AAAS	1030
AACS	1019
AACSP1	8
AADAC	3
AADACL2	0
AADACL2-AS1	0
AADACL3	0
AADACL4	0
AADACP1	0
AADAT	75
AAED1	422
AAGAB	3718
AAK1	485
AAMDC	1064
AAMP	1995
AANAT	4
AAR2	2150
AARD	24
AARS	726
AARS2	683
AARSD1	283
AASDH	503
AASDHPPT	1966
AASS	1820
AATBC	7
AATF	599
AATK	13
AATK-AS1	0
AB015752.3	681
AB019440.50	0
ABAT	233
ABBA01000934.1	0
ABC11-4932300O16.1	0
ABC12-47043100G14.2	0
ABC12-47964100C23.1	0
ABC13-47488600E17.1	0
ABC13-47656900H15.1	0
ABC14-1188822O7.1	0
ABC7-42389800N19.1	1582
ABC7-42404400C24.1	0
ABC7-42418200C9.1	8
ABC7-43046700E7.1	0
ABC7-481722F1.2	0
ABCA1	342
ABCA10	38
ABCA11P	25
ABCA12	7
ABCA13	5
ABCA17P	7
ABCA2	304
ABCA3	650
ABCA4	2
ABCA5	832
ABCA6	25
ABCA7	148
ABCA8	654
ABCA9	24
ABCA9-AS1	0
ABCB1	2555
ABCB10	454
ABCB11	39
ABCB4	1546
ABCB5	12
ABCB6	196
ABCB7	758
ABCB8	209
ABCB9	174
ABCC1	507
ABCC10	127
ABCC11	2
ABCC12	0
ABCC13	0
ABCC2	9
ABCC3	12
ABCC4	49
ABCC5	1183
ABCC5-AS1	0
ABCC6	164
ABCC6P1	25
ABCC6P2	34
ABCC8	0
ABCC9	23
ABCD1	1522
ABCD1P2	0
ABCD1P3	0
ABCD1P4	0
ABCD1P5	0
ABCD2	13852
ABCD3	3078
ABCD4	142
ABCE1	1037
ABCF1	3039
ABCF2	944
ABCF2P2	0
ABCF3	692
ABCG1	832
ABCG2	23
ABCG4	3
ABCG5	0
ABCG8	0
ABHD1	24
ABHD10	1192
ABHD11	105
ABHD11-AS1	0
ABHD12	562
ABHD12B	0
ABHD13	3625
ABHD14A	560
ABHD14A-ACY1	153
ABHD14B	402
ABHD15	565
ABHD15-AS1	0
ABHD16A	409
ABHD17A	1110
ABHD17AP1	0
ABHD17AP3	3
ABHD17AP4	0
ABHD17AP5	0
ABHD17AP6	0
ABHD17AP7	0
ABHD17AP8	0
ABHD17AP9	0
ABHD17B	2105
ABHD17C	441
ABHD18	592
ABHD2	1750
ABHD3	135
ABHD4	291
ABHD5	471
ABHD6	328
ABHD8	497
ABI1	1418
ABI1P1	0
ABI2	584
ABI3	0
ABI3BP	0
ABL1	8454
ABL2	848
ABLIM1	776
ABLIM2	1333
ABLIM3	267
ABO	3
ABR	910
ABRA	0
ABRACL	890
ABT1	1218
ABTB1	58
ABTB2	222
AC000032.2	0
AC000035.3	4
AC000036.4	0
AC000041.8	1271
AC000067.1	0
AC000068.5	0
AC000077.2	0
AC000095.12	55
AC000099.1	0
AC000111.3	0
AC000111.6	0
AC000120.7	0
AC000123.4	0
AC000124.1	0
AC000362.1	0
AC000370.2	0
AC002056.5	0
AC002064.4	0
AC002064.5	58
AC002066.1	0
AC002076.10	0
AC002115.9	0
AC002116.7	713
AC002116.8	165
AC002117.1	17
AC002127.4	0
AC002128.5	0
AC002306.1	0
AC002310.10	0
AC002310.11	219
AC002310.12	42
AC002310.13	0
AC002310.7	0
AC002366.3	0
AC002368.4	0
AC002383.2	0
AC002386.1	0
AC002398.11	0
AC002398.12	0
AC002398.13	0
AC002398.9	1111
AC002401.1	0
AC002407.3	0
AC002429.5	0
AC002451.3	14
AC002454.1	3
AC002456.2	0
AC002463.3	0
AC002465.2	0
AC002467.7	46
AC002472.11	0
AC002472.16	0
AC002472.8	8
AC002480.2	0
AC002480.3	0
AC002480.4	0
AC002480.5	0
AC002486.2	0
AC002511.2	0
AC002511.3	0
AC002519.6	0
AC002523.1	0
AC002539.1	0
AC002543.2	0
AC002550.5	0
AC002551.1	0
