gene_id	degradation_0	degradation_0.5	degradation_1	degradation_2	degradation_4	degradation_24
ENSG00000000003.14	0.127271728426307	0.245375063659338	0.0619471353911095	NA	0.264010369130386	NA
ENSG00000000005.5	0.0476503208129769	0.129765860732049	NA	0.173874196403681	NA	NA
ENSG00000000419.12	0.114510356293664	0.063341645925503	0.118068572476355	0.0892401586181647	0.0804438635815956	0.174326418959107
ENSG00000000457.13	0.848290479394949	0.931256011343616	0.753191754631182	0.674741884910198	0.933335648191207	0.283953452963831
ENSG00000000460.16	0.288187275154867	0.54712201650018	0.62527090114232	0.0606701430620099	0.405798848397036	NA
ENSG00000001084.10	0.212361707816061	0.302759001577276	0.309457014939789	0.134022506898792	0.341368192358541	NA
ENSG00000001167.14	0.462500426018323	0.264922368258789	0.295167088956916	0.577080785163873	0.251669338228884	1.63531792488162
ENSG00000001460.17	0.270142909238833	0.237128256371766	0.251578595837308	0.425509237181355	0.161387277951081	1.59095596644631
ENSG00000001461.16	0.182490848329891	0.129883374436222	0.171651494874046	0.143384891811884	0.319737081215689	NA
ENSG00000001497.16	0.107778810695941	0.0995950865320585	0.0662890286809755	0.0567070616229953	0.075486817788876	0.0137430619318918
ENSG00000001561.6	0.321816712366473	0.428202908044435	0.416140993962609	0.165380176375176	0.448969160790156	NA
ENSG00000001629.9	0.255830329099578	0.296056411208941	0.289918353911716	0.0976771013488859	0.396445379135922	NA
ENSG00000001630.15	0.201234399643364	0.07149750091247	0.151259726317817	0.0250056893661993	0.261343580427577	NA
ENSG00000001631.15	0.144352827158167	0.296605619605536	0.371696518794565	0.0704109810264136	0.135581566595716	0.417532543677069
ENSG00000002016.17	0.372163775488062	0.431603702088965	0.284102594518664	0.50893042330673	0.279004711179706	0.906414025465933
ENSG00000002330.13	0.117907379111774	NA	NA	0.0991855418538822	0.174854097574803	NA
ENSG00000002549.12	0.121815842355836	0.208022635861372	0.10075464694398	0.0291082547637304	0.132410184646423	NA
ENSG00000002586.18	0.159272629820244	0.0792571093732015	0.193766330929638	0.073229963639851	0.105360550876219	0.128103239887853
ENSG00000002586.18_PAR_Y	0.159272629820244	0.0792571093732015	0.193766330929638	0.073229963639851	0.105360550876219	0.128103239887853
ENSG00000002746.14	0.475224777554113	0.594121491604965	0.490731629995447	0.488620049138777	0.832900920753793	0.331912752008545
ENSG00000002822.15	0.462245163776972	0.627226725250475	0.464168667323887	0.528951750987391	0.645790506158714	0.120160203973919
ENSG00000002834.17	0.193642917130713	0.232010043442111	0.139863677636806	0.145425010237892	0.127140789678005	0.296509179415536
ENSG00000002919.14	0.23968882888483	0.36028504259502	0.439586412927877	0.238940881477899	0.0064618558464376	1.0628537065345
ENSG00000003056.7	0.156955879929511	0.23490796782961	0.148949457264309	0.00969773760076639	0.306477309470945	NA
ENSG00000003096.14	0.205274598543378	0.141262758139117	0.280316899939659	0.0881775874331776	0.125120977636538	0.603118302530071
ENSG00000003137.8	0.281955153748334	0.0627143753256229	0.27089689996938	0.435238264787182	0.130816568856008	1.4525179522304
ENSG00000003249.13	0.121512159075284	0.0766511861237361	NA	0.302063504600832	NA	1.44500156801626
ENSG00000003393.14	0.238237103860362	0.262782879807232	0.273720243486004	0.313456776869499	0.178200880164725	1.0771198644457
ENSG00000003400.14	0.307113186885031	0.582383181290517	0.49176133188599	0.0011438733472247	1.13281636497189	NA
ENSG00000003402.19	0.301392250791407	0.2352987403258	0.504331066880934	0.304297546629202	0.153271499258937	1.50810641547054
ENSG00000003436.15	0.239583125749761	0.218744791003013	0.514240085900281	0.0119178749928211	0.230946672299294	NA
ENSG00000003509.15	0.151342357452779	0.280452007111853	0.248343455805931	NA	0.376389215665966	NA
ENSG00000003756.16	0.284793029053126	0.124460431969144	0.111354542446242	0.321278100155944	0.37283660761339	NA
ENSG00000003989.17	0.315694693557654	0.377775490837535	0.401268508893996	0.0637116951490551	0.386157759599079	NA
ENSG00000004059.10	0.107800035244644	0.0438823455151615	0.00273590997586557	0.0342604128212751	0.0480552465926715	NA
ENSG00000004139.13	0.570657843544497	0.297946585892701	0.251087666928814	0.426141578984875	0.488234083615489	0.456145258729477
ENSG00000004142.11	0.14866470552632	0.263120549096067	0.0572528167645327	0.0345900835357724	0.175637944092216	NA
ENSG00000004399.12	0.135415608606019	NA	NA	0.418626030465695	0.0107286106293425	1.26079799174726
ENSG00000004455.16	0.110448366283674	0.196721527983213	0.13646757975755	0.0369829333320108	0.131184732899089	NA
ENSG00000004478.7	0.12524579183275	0.0792975043367752	0.0425364467826736	0.0813857678066483	0.0815961687822312	0.150977808448391
ENSG00000004487.15	0.151113692157775	0.246314605545669	0.179392877632291	0.0910726385969302	0.280141912127047	NA
ENSG00000004534.14	0.154808573982575	0.13017887235056	0.175191496004469	0.129305374674837	0.202536744821578	NA
ENSG00000004660.14	0.177688074383989	0.308810135251154	0.409413429616809	0.18782778982602	0.0391129832229957	1.57910746077338
ENSG00000004700.15	0.187820874280669	0.195068163637547	0.168135497374608	0.0920242639283414	0.218219948211594	NA
ENSG00000004766.15	0.301902632475906	0.422858915038326	0.332234040456179	0.174901484315631	0.514665735243824	NA
ENSG00000004777.18	0.222838037452414	0.0518885952804539	NA	0.287428648935155	0.268399133139658	NA
ENSG00000004779.9	0.109683582644569	0.116406440613099	NA	0.0888786750957314	0.0478195766335353	NA
ENSG00000004799.7	0.469417696543811	0.193290711006279	0.205674045300785	0.562608356912291	0.329767942633645	1.18245861339288
ENSG00000004864.13	0.21055404977722	0.219236261659269	0.0824631222098296	0.104238493909374	0.150541696000858	0.153647105211751
ENSG00000004866.20	0.319780831412401	0.396414353158966	0.286187087060599	0.380031636478984	0.436099429237455	0.450245096192784
ENSG00000004897.11	0.319666164817606	0.302024696323921	0.216148418238692	0.249579161932094	0.483605880895346	NA
ENSG00000004948.13	0.134333214561991	NA	NA	NA	0.21894821793495	NA
ENSG00000004961.14	0.201911632630857	0.104667832453106	0.0606974661592818	0.0929868528416719	0.137144780148596	0.0168929598805998
ENSG00000004975.11	0.136735933136944	NA	NA	0.280159465736487	0.163896333420203	0.299837949947876
ENSG00000005007.12	0.285696110179724	0.316503903503975	0.354905619078514	0.260931025080687	0.124123251507206	1.08177230284551
ENSG00000005020.12	0.124320461064935	0.0856977650324216	0.112305051680557	0.0133991794901421	0.230082000814907	NA
ENSG00000005022.5	0.138268483618296	0.0980180517327243	0.000576247847504138	0.0574226980390728	0.0927247838047318	NA
ENSG00000005073.5	0.525734082555161	0.436236765825696	0.253311285315532	0.447508256456655	0.306396841063614	1.27849285548271
ENSG00000005075.15	0.110511584015097	0.243493433365629	0.412473250408117	NA	0.174734292308811	NA
ENSG00000005100.12	0.154060192469026	0.20768973364834	0.129418377908121	0.106472271834065	0.0972074485467035	0.383787080919985
ENSG00000005156.11	0.260203067147958	0.211548058582867	0.129727381639082	0.14229676972278	0.335146054622199	NA
ENSG00000005175.9	0.149563959579606	0.216186203753083	0.244113150796997	NA	0.235227853277247	NA
ENSG00000005187.11	0.201332468488248	0.152045042464358	0.247690789427071	0.120626381614922	0.183894681118298	0.0670060563112337
ENSG00000005189.19	0.1725163544596	0.123424547539361	0.223442364735479	0.145036978630798	0.292606701454024	NA
ENSG00000005194.14	0.140772409818987	NA	NA	0.33042774266355	NA	1.21284850130228
ENSG00000005206.16	0.161526779475106	0.130137829742516	0.242706260284925	0.187222416140669	0.0802525736198112	1.06912372183665
ENSG00000005238.19	0.240568619016526	0.169016542162584	0.0161610749218049	0.29761756625976	0.320019354703608	NA
ENSG00000005249.12	0.13259378050313	0.293303155472627	0.136607239739717	NA	0.105990282618456	NA
ENSG00000005302.17	0.146198119246677	0.362529063177105	0.31152425364638	NA	0.27829134198002	NA
ENSG00000005339.14	0.471385939293296	0.135425178808567	0.254859872044651	0.691082183895273	0.380257646717955	1.92596475783415
ENSG00000005436.13	0.142662997901298	0.360518808041773	0.220818726821611	NA	0.575356346127649	NA
ENSG00000005448.16	0.0998580561574378	0.0414411688121207	0.088354255885344	0.0886405127787426	0.0272476604462465	0.415757672658453
ENSG00000005469.11	0.185562003567015	0.352665567005595	0.272110758407738	0.0694811765931325	0.463513948501991	NA
ENSG00000005471.15	0.297523458375999	0.14956593316246	0.258098760093896	0.167151758726772	0.373755300182677	NA
ENSG00000005483.20	0.552057486353975	0.604900345162747	0.699699583561779	0.779273143284638	0.619190307067196	1.93451113277131
ENSG00000005486.16	0.146761413672394	0.00622057263028229	NA	0.0604868266167325	0.188165996276376	NA
ENSG00000005513.9	0.31706961694705	NA	NA	0.465229522876849	NA	2.28119329550134
ENSG00000005700.14	0.261781729280715	0.298397026959427	0.245596659366671	0.148390608223061	0.280495993210531	NA
ENSG00000005801.16	0.409354195278726	0.454462372288822	0.0653483818303263	0.360503517953553	0.584168127366652	NA
ENSG00000005810.17	0.405052331388409	0.33637421141003	0.273840296840358	0.366461031600269	0.454754520953938	0.11364424029335
ENSG00000005812.10	0.337109045987383	0.370120897283189	0.36740505085689	0.19515611877634	0.423595185762299	NA
ENSG00000005882.11	0.169456604408505	0.0243478458745099	0.0363854562506084	0.187401573255262	0.208298471211291	NA
ENSG00000005884.17	0.22788921050099	0.147909241683363	NA	0.166651799244859	NA	1.17007210728665
ENSG00000005889.15	0.646605478631844	0.619380498982933	0.599915096292712	0.68679037339072	0.38928726237883	1.68201818713163
ENSG00000005893.15	0.132095605714155	0.196617439136611	0.122984905412336	0.0384886929351184	0.113470528584776	NA
ENSG00000005981.12	0.187940863782481	0.31491736023878	0.342208182696053	NA	0.260377837097968	NA
ENSG00000006007.11	0.147973840454097	0.31983963982175	0.170568607821634	0.034279884018734	0.21410140676254	NA
ENSG00000006015.17	0.130934765994541	NA	NA	0.233890738502625	0.0489070896029456	0.0506890498824278
ENSG00000006025.11	0.256150511491977	NA	NA	0.976500325003783	NA	4.62490644709487
ENSG00000006042.11	0.114250025030196	0.438613456291232	0.378143719297111	NA	0.308293796632005	NA
ENSG00000006062.14	0.799965506898013	NA	NA	1.30012414032009	0.320861904926508	4.20670074185174
ENSG00000006118.14	0.130837894979969	NA	NA	0.279344024984829	NA	1.59144946008372
ENSG00000006125.17	0.247247900727886	0.158934039621904	0.124688514480137	0.243774065104042	0.144053967472295	0.480923594900625
ENSG00000006128.11	0.062392512111657	NA	NA	NA	0.0936942180319217	NA
ENSG00000006194.9	0.637641769371073	0.801120847612348	0.807841372392249	0.600889222341184	0.52054306879036	1.13157607220145
ENSG00000006210.6	0.279520535656567	NA	NA	0.129316935705678	0.136607712231508	NA
ENSG00000006282.20	0.145255612640265	NA	NA	0.186240041733705	0.0304917779048615	0.514051244506464
ENSG00000006283.17	0.313812474304952	NA	0.108769006005289	0.390764779780163	0.117613859473287	1.58782328198121
ENSG00000006327.13	0.130290191291763	0.0471452570534052	NA	0.0634753698535755	NA	NA
ENSG00000006377.10	0.357409942404988	0.734430877954286	NA	NA	0.895555751202635	NA
ENSG00000006432.15	0.539702995536121	0.175959145013876	0.259907275680112	0.76950228866788	0.249564061328683	3.579326072326
