gene	0	0	0.25	0.25	0.5	0.5	0.75	0.75	1	1	1.5	1.5	2	2	3	3	4	4	6	6	8	8	24	24
ENSG00000170345.9	0.264509	0.19926	3.5753399999999997	4.464149	17.784551	15.791578	34.808991	44.718044	47.200321	59.732347	68.000592	58.330654	31.970734999999998	25.754325	7.212677	7.4677180000000005	5.912724	6.242924	3.1972349999999996	3.293706	2.172702	1.417711	0.219968	0.26663800000000004
ENSG00000125740.13	0.30058199999999996	0.280682	2.308373	2.482148	5.659808	6.413565	15.481416	19.715533999999998	23.039455	30.454379	47.022929	52.633456	56.788542	54.773979	41.035622000000004	36.631097000000004	22.51955	23.695648	11.678298	8.699497	4.012404	2.9638359999999997	0.224854	0.35246
ENSG00000171951.4	0.075781	0.080343	0.03012	0.044739	0.046795	0.08888	0	0.085241	0.05848	0.145516	0.138076	0.195776	0.213022	0.21244	0.412441	0.333301	0.908674	0.770526	1.6466729999999998	1.6707940000000001	2.7489559999999997	2.668616	0.786239	0.82221
ENSG00000120738.7	1.040086	1.031466	4.794311	3.959727	33.762354	39.577594	84.299501	96.50216	119.32716	148.7298	210.086528	239.189993	205.105042	174.656833	100.680206	98.239336	90.750424	86.762102	35.382972	32.515199	8.223674	6.336053	0.946304	0.798048
ENSG00000177606.6	1.232292	1.652581	4.351915	4.692986	10.84708	11.579779	18.447605	22.941925	22.305824	24.142221	19.209362	18.57885	10.374371	10.587121	7.991061	8.772905	9.338331	10.33381	7.275402	6.939745	4.873795	5.180277	2.103328	2.372938
ENSG00000122877.15	0.168184	0.151564	0.340274	0.539175	0.787694	0.998727	1.635667	2.322694	2.4963509999999998	3.020536	4.363314	5.7543050000000004	7.181859	7.926239	11.657629	11.99913	11.491323000000001	12.240457999999999	4.294360999999999	4.048907	0.848994	0.936098	0.19975500000000002	0.271565
ENSG00000174576.9	0.04918	0.012713	0.012779	0.058654	0.009521	0.054985	0.042321	0.236874	0.154403	0.211497	0.458399	0.425338	0.677176	0.67721	1.792537	1.8956369999999998	2.294628	2.097934	0.654516	0.644258	0.30146	0.160826	0.00633	0
ENSG00000124225.15	0.0156	0	0.024903	0.008886	0.015421	0.015142	0.018395	0.026204	0.048754	0.030224	0.015338	0	0	0	0.372417	0.192323	1.022063	0.903571	5.15372	4.861986	6.292511	6.817229	0.079865	0.050911
ENSG00000123358.19	14.015521999999999	14.181984	23.8932	19.106521	49.906895	59.028789	106.844903	138.827887	181.329261	226.499557	354.200881	435.27952700000003	437.46222800000004	447.292819	594.736668	574.303392	375.233862	371.325688	447.111982	383.184359	245.264325	214.971401	12.080376000000001	11.524360999999999
ENSG00000179142.2	0.051637	0.011577	0.031556	0.011087	0.03562	0	0.050634	0.058156	0.050421	0.042907	0.038922	0.039957	0.027418	0.059243	0.207817	0.219156	0.442536	0.436086	1.116884	0.87561	2.391997	2.557996	2.055204	2.043846
ENSG00000137962.12	0.300533	0.329342	0.17112	0.200164	0.321436	0.287202	0.263432	0.28391500000000003	0.307627	0.214535	0.264772	0.31785399999999997	0.304783	0.35008799999999995	0.797215	1.112161	2.042792	2.34565	3.1367480000000003	2.988737	2.30241	2.231386	0.635667	0.600285
ENSG00000006128.11	0.075297	0.174064	0.111065	0.044387	0.066733	0.13861	0.057773	0.15457700000000002	0.039929	0.028924	0.215718	0.655921	0.907318	1.184838	2.18953	1.9193449999999999	3.197743	3.7718130000000003	7.155716	6.466850999999999	11.922449	10.096465	1.892366	1.342479
ENSG00000122641.10	0.143758	0.154565	0.066679	0.061177	0.127806	0.075435	0.070154	0.198592	0.052809	0.143591	0.117119	0.14464300000000002	0.353906	0.442964	1.148773	1.171079	2.891762	3.382559	12.654938	10.150207	8.605502	7.0477669999999994	0.235946	0.110608
ENSG00000019186.9	0.10399800000000001	0.099051	0.052458000000000005	0.102381	0.076724	0.10343	0.12340300000000001	0.08194599999999999	0.152061	0.018849	0.082387	0.162517	0.12943100000000002	0.085211	0.113769	0.380567	0.663172	0.685724	2.092963	1.432993	4.35644	3.550409	0.25196	0.30485
ENSG00000073737.16	0.06149399999999999	0	0.011959	0.022291	0	0	0	0	0	0	0	0	0	0.077644	0.096587	0.245425	0.707628	1.096851	5.210451	3.731245	6.724881	5.690905	0.10347200000000001	0.117836
ENSG00000143878.9	30.661677	33.693517	48.118664	45.681759	64.959531	68.298715	80.839744	86.414857	91.193152	102.237403	132.603617	150.605974	143.246233	148.780037	155.513689	155.73336	148.763469	161.776381	179.514014	174.477998	130.98996	138.427882	36.405939	36.756541
ENSG00000142871.16	1.988457	2.239364	2.974092	3.289221	9.982202000000001	13.893630000000002	21.936595	26.898097	31.540526999999997	38.438108	49.60123	62.82392299999999	65.821923	61.954733999999995	52.144785	49.100577	41.485015999999995	42.248127000000004	42.394316	41.305655	23.065804	20.790549000000002	3.7462779999999998	3.340634
ENSG00000113070.7	0.322725	0.399917	0.266197	0.326805	0.31345	0.394601	0.35011	0.299065	0.303611	0.477302	0.586113	0.633497	0.980443	1.219067	4.147424	3.834538	8.264402	8.901657	7.8103940000000005	6.213717	2.768833	2.525917	0.476792	0.362583
ENSG00000176845.12	0.875805	1.073588	0.76511	0.9608059999999999	1.412501	1.106723	0.8531679999999999	1.288961	0.837732	1.115304	1.195748	0.860652	0.848958	1.303844	3.655332	4.469059	8.860313	10.587048	16.273864	15.369215	10.010576	10.608635	0.9263979999999999	1.430385
ENSG00000175592.8	0.096251	0	0.006799	0.109815	0.047481	0.052615	0.015853	0.053841	0.083637	0.124727	0.091501	0.140279	0.280705	0.420979	2.177655	2.201218	4.818799	5.59743	4.947672000000001	5.332984	2.8482350000000003	2.7318	0.118446	0.109019
ENSG00000151468.10	0.485203	0.45194399999999996	0.405841	0.36720600000000003	0.482746	0.476808	0.437918	0.405879	0.501063	0.428913	0.45430200000000004	0.515347	0.545014	0.43107500000000004	0.569048	0.461766	1.077777	1.087923	2.7510909999999997	2.1857559999999996	3.324251	3.212217	1.4104970000000001	1.499897
ENSG00000185022.11	0.241228	0.31983	0.330324	0.372369	0.325699	0.263214	0.313376	0.384912	0.60175	0.693634	1.4056	1.604819	2.06125	2.700721	5.131179	5.972316999999999	7.080521	7.8401440000000004	10.005391	10.052548000000002	6.311647	6.248431	0.40354999999999996	0.397791
ENSG00000108244.16	0.880089	0.7325160000000001	1.183608	0.8828739999999999	1.119923	1.157769	1.115305	1.764576	1.013757	1.006786	1.18152	1.700607	1.6037569999999999	1.7910810000000001	4.06339	3.920979	7.952503999999999	9.050155	18.317338	15.909191999999999	22.371931	21.2188	1.141294	0.986621
ENSG00000168685.14	0.137967	0.126376	0.182821	0.296837	0.144343	0.239118	0.116722	0.153457	0.158628	0.34295200000000003	0.189368	0.311481	0.397848	0.116489	0.637249	0.416622	1.243418	1.6988290000000001	5.769688	3.9345760000000003	7.827377	6.277209999999999	0.49389700000000003	0.371092
ENSG00000167705.11	0.19385600000000003	0.113517	0.185562	0.18643500000000002	0.18149	0.160338	0.13822	0.110998	0.328252	0.170889	0.248184	0.257475	0.263006	0.306647	0.9580310000000001	0.84529	1.758479	1.666046	4.015308	2.889775	4.649337	4.379906	0.354575	0.350314
ENSG00000133800.8	0.17933	0.300115	0.33753999999999995	0.221382	0.357474	0.36293	0.517173	0.469122	0.642354	0.524685	0.563776	0.536735	0.684417	1.2198959999999999	3.334682	3.1909009999999998	7.5384150000000005	9.138188	17.556739999999998	15.199939	17.509135	17.410608	0.798743	0.8388490000000001
